bib_file	title	year	status	similarity	crossref_title	crossref_year	crossref_doi	note
bib/entries/arxiv_2601_13976.bib	FantasyVLN: Unified Multimodal Chain-of-Thought Reasoning for Vision-Language Navigation	2026	title_mismatch	0.698	Multimodal Chain-of-Thought Reasoning in Language Models	2025	10.59350/xzk7z-f8x49	bib=FantasyVLN: Unified Multimodal Chain-of-Thought Reasoning for Vision-Language Navigation crossref=Multimodal Chain-of-Thought Reasoning in Language Models
bib/entries/arxiv_2601_18188.bib	NaVIDA: Vision-Language Navigation with Inverse Dynamics Augmentation	2026	title_mismatch	0.536	Iterative Vision-and-Language Navigation	2023	10.1109/cvpr52729.2023.01433	bib=NaVIDA: Vision-Language Navigation with Inverse Dynamics Augmentation crossref=Iterative Vision-and-Language Navigation
bib/entries/arxiv_2601_04699.bib	SeqWalker: Sequential-horizon Vision-and-Language Navigation with Hierarchical Planning	2026	ok	1.000	SeqWalker: Sequential-Horizon Vision-and-Language Navigation with Hierarchical Planning	2026	10.1609/aaai.v40i22.38891	
bib/entries/arxiv_2512_24851.bib	VLN-MME: Diagnosing MLLMs as Language-guided Visual Navigation agents	2025	title_mismatch	0.636	UAV-VLN: End-to-End Vision Language guided Navigation for UAVs	2025	10.1109/ecmr65884.2025.11163198	bib=VLN-MME: Diagnosing MLLMs as Language-guided Visual Navigation agents crossref=UAV-VLN: End-to-End Vision Language guided Navigation for UAVs
bib/entries/arxiv_2512_22010.bib	LongFly: Long-Horizon UAV Vision-and-Language Navigation with Spatiotemporal Context Integration	2025	title_mismatch	0.653	One Step at a Time: Long-Horizon Vision-and-Language Navigation with Milestones	2022	10.1109/cvpr52688.2022.01504	bib=LongFly: Long-Horizon UAV Vision-and-Language Navigation with Spatiotemporal Context Integration crossref=One Step at a Time: Long-Horizon Vision-and-Language Navigation with Milestones
bib/entries/arxiv_2512_10310.bib	Efficient-VLN: A Training-Efficient Vision-Language Navigation Model	2025	title_mismatch	0.631	VLN-PETL: Parameter-Efficient Transfer Learning for Vision-and-Language Navigation	2023	10.1109/iccv51070.2023.01416	bib=Efficient-VLN: A Training-Efficient Vision-Language Navigation Model crossref=VLN-PETL: Parameter-Efficient Transfer Learning for Vision-and-Language Navigation
bib/entries/arxiv_2512_08186.bib	Ground Slow, Move Fast: A Dual-System Foundation Model for Generalizable Vision-and-Language Navigation	2025	title_mismatch	0.748	Cognitive Foundation Agents for Generalizable Vision-and-Language Navigation	2025	10.1145/3748636.3760462	bib=Ground Slow, Move Fast: A Dual-System Foundation Model for Generalizable Vision-and-Language Navigation crossref=Cognitive Foundation Agents for Generalizable Vision-and-Language Navigation
bib/entries/arxiv_2508_13446.bib	CAST: Counterfactual Labels Improve Instruction Following in Vision-Language-Action Models	2025	title_mismatch	0.685	Counterfactual Cycle-Consistent Learning for Instruction Following and Generation in Vision-Language Navigation	2022	10.1109/cvpr52688.2022.01503	bib=CAST: Counterfactual Labels Improve Instruction Following in Vision-Language-Action Models crossref=Counterfactual Cycle-Consistent Learning for Instruction Following and Generation in Vision-Language Navigation
bib/entries/arxiv_2512_02631.bib	SeeNav-Agent: Enhancing Vision-Language Navigation with Visual Prompt and Step-Level Policy Optimization	2025	title_mismatch	0.659	Seeing is Believing? Enhancing Vision-Language Navigation using Visual Perturbations	2025	10.1109/ijcnn64981.2025.11228883	bib=SeeNav-Agent: Enhancing Vision-Language Navigation with Visual Prompt and Step-Level Policy Optimization crossref=Seeing is Believing? Enhancing Vision-Language Navigation using Visual Perturbations
bib/entries/2025-hierarchical-semantic-augmented-navigation-optimal-tran.bib	Hierarchical semantic-augmented navigation: Optimal transport and graph-driven reasoning for vision-language navigation	2025	title_mismatch	0.651	Hierarchical Spatial Proximity Reasoning for Vision-and-Language Navigation	2024	10.1109/lra.2024.3477129	bib=Hierarchical semantic-augmented navigation: Optimal transport and graph-driven reasoning for vision-language navigation crossref=Hierarchical Spatial Proximity Reasoning for Vision-and-Language Navigation
bib/entries/arxiv_2511_17097.bib	Progress-Think: Semantic Progress Reasoning for Vision-Language Navigation	2025	title_mismatch	0.684	Instance-Level Semantic Maps for Vision Language Navigation	2023	10.1109/ro-man57019.2023.10309534	bib=Progress-Think: Semantic Progress Reasoning for Vision-Language Navigation crossref=Instance-Level Semantic Maps for Vision Language Navigation
bib/entries/arxiv_2511_17889.bib	MobileVLA-R1: Reinforcing Vision-Language-Action for Mobile Robots	2025	title_mismatch	0.617	QUAR-VLA: Vision-Language-Action Model for Quadruped Robots	2025	10.1007/978-3-031-72652-1_21	bib=MobileVLA-R1: Reinforcing Vision-Language-Action for Mobile Robots crossref=QUAR-VLA: Vision-Language-Action Model for Quadruped Robots
bib/entries/arxiv_2505_11886.bib	Aux-Think: Exploring Reasoning Strategies for Data-Efficient Vision-Language Navigation	2025	title_mismatch	0.615	Exploring Graph-aware Reasoning and Bidirectional Selection for Vision-Language Navigation	2025	10.1109/icassp49660.2025.10888565	bib=Aux-Think: Exploring Reasoning Strategies for Data-Efficient Vision-Language Navigation crossref=Exploring Graph-aware Reasoning and Bidirectional Selection for Vision-Language Navigation
bib/entries/arxiv_2510_20818.bib	VAMOS: A Hierarchical Vision-Language-Action Model for Capability-Modulated and Steerable Navigation	2025	title_mismatch	0.616	AerialVLA: A Vision-Language-Action Model for Aerial Navigation with Online Dialogue	2026	10.1609/aaai.v40i22.38878	bib=VAMOS: A Hierarchical Vision-Language-Action Model for Capability-Modulated and Steerable Navigation crossref=AerialVLA: A Vision-Language-Action Model for Aerial Navigation with Online Dialogue
bib/entries/arxiv_2510_10154.bib	CompassNav: Steering from Path Imitation to Decision Understanding in Navigation	2025	title_mismatch	0.451	Path Following of Skid Steering Vehicles Based on Line-of-Sight Navigation	2016	10.4271/2016-01-1871	bib=CompassNav: Steering from Path Imitation to Decision Understanding in Navigation crossref=Path Following of Skid Steering Vehicles Based on Line-of-Sight Navigation
bib/entries/arxiv_2509_20499.bib	Boosting Zero-Shot VLN via Abstract Obstacle Map-Based Waypoint Prediction with TopoGraph-and-VisitInfo-Aware Prompting	2025	title_mismatch	0.463	Zero-Shot Temporal Action Detection via Vision-Language Prompting	2022	10.1007/978-3-031-20062-5_39	bib=Boosting Zero-Shot VLN via Abstract Obstacle Map-Based Waypoint Prediction with TopoGraph-and-VisitInfo-Aware Prompting crossref=Zero-Shot Temporal Action Detection via Vision-Language Prompting
bib/entries/arxiv_2509_13733.bib	FSR-VLN: Fast and Slow Reasoning for Vision-Language Navigation with Hierarchical Multi-modal Scene Graph	2025	title_mismatch	0.516	Enhancing scene understanding and modal alignment in vision-language navigation via spatial–temporal graph	2025	10.1088/1361-6501/ae2532	bib=FSR-VLN: Fast and Slow Reasoning for Vision-Language Navigation with Hierarchical Multi-modal Scene Graph crossref=Enhancing scene understanding and modal alignment in vision-language navigation via spatial–temporal graph
bib/entries/arxiv_2509_10884.bib	Nav-R1: Reasoning and Navigation in Embodied Scenes	2025	title_mismatch	0.471	EMBOSR: Embodied Spatial Reasoning for Enhanced Situated Question Answering in 3D Scenes	2024	10.1109/iros58592.2024.10801720	bib=Nav-R1: Reasoning and Navigation in Embodied Scenes crossref=EMBOSR: Embodied Spatial Reasoning for Enhanced Situated Question Answering in 3D Scenes
bib/entries/arxiv_2508_07642.bib	Breaking Down and Building Up: Mixture of Skill-Based Vision-and-Language Navigation Agents	2025	title_mismatch	0.463	Breaking It Down and Building Them Up	2020	10.59236/td2020vol13iss1477	bib=Breaking Down and Building Up: Mixture of Skill-Based Vision-and-Language Navigation Agents crossref=Breaking It Down and Building Them Up
bib/entries/arxiv_2508_15232.bib	AeroDuo: Aerial Duo for UAV-based Vision and Language Navigation	2025	ok	1.000	AeroDuo: Aerial Duo for UAV-based Vision and Language Navigation	2025	10.1145/3746027.3754498	
bib/entries/arxiv_2506_17221.bib	VLN-R1: Vision-Language Navigation via Reinforcement Fine-Tuning	2025	title_mismatch	0.631	VLN-ChEnv: Vision-language Navigation in Changeable Environments	2025	10.1145/3746027.3755202	bib=VLN-R1: Vision-Language Navigation via Reinforcement Fine-Tuning crossref=VLN-ChEnv: Vision-language Navigation in Changeable Environments
bib/entries/arxiv_2506_01551.bib	EvolveNav: Empowering LLM-Based Vision-Language Navigation via Self-Improving Embodied Reasoning	2025	title_mismatch	0.727	NavCoT: Boosting LLM-Based Vision-and-Language Navigation via Learning Disentangled Reasoning	2025	10.1109/tpami.2025.3554559	bib=EvolveNav: Empowering LLM-Based Vision-Language Navigation via Self-Improving Embodied Reasoning crossref=NavCoT: Boosting LLM-Based Vision-and-Language Navigation via Learning Disentangled Reasoning
bib/entries/arxiv_2505_11383.bib	Dynam3D: Dynamic Layered 3D Tokens Empower VLM for Vision-and-Language Navigation	2025	title_mismatch	0.602	NaVid: Video-based VLM Plans the Next Step for Vision-and-Language Navigation	2024	10.15607/rss.2024.xx.079	bib=Dynam3D: Dynamic Layered 3D Tokens Empower VLM for Vision-and-Language Navigation crossref=NaVid: Video-based VLM Plans the Next Step for Vision-and-Language Navigation
bib/entries/arxiv_2505_06729.bib	STRIVE: Structured Representation Integrating VLM Reasoning for Efficient Object Navigation	2025	title_mismatch	0.536	DebateNav: Structured Multi-VLM Expert Debate for Robust Zero-Shot Object Navigation	2025	10.1109/hpcc67675.2025.00068	bib=STRIVE: Structured Representation Integrating VLM Reasoning for Efficient Object Navigation crossref=DebateNav: Structured Multi-VLM Expert Debate for Robust Zero-Shot Object Navigation
bib/entries/arxiv_2505_06131.bib	LOG-Nav: Efficient Layout-Aware Object-Goal Navigation with Hierarchical Planning	2025	year_diff	1.000	LOG-Nav: Efficient Layout-Aware Object-Goal Navigation with Hierarchical Planning	2026	10.1609/aaai.v40i22.38893	bib=2025 crossref=2026
bib/entries/arxiv_2504_16516.bib	Think Hierarchically, Act Dynamically: Hierarchical Multi-modal Fusion and Reasoning for Vision-and-Language Navigation	2025	title_mismatch	0.647	Hierarchical Spatial Proximity Reasoning for Vision-and-Language Navigation	2024	10.1109/lra.2024.3477129	bib=Think Hierarchically, Act Dynamically: Hierarchical Multi-modal Fusion and Reasoning for Vision-and-Language Navigation crossref=Hierarchical Spatial Proximity Reasoning for Vision-and-Language Navigation
bib/entries/arxiv_2504_09587.bib	GeoNav: Empowering MLLMs with dual-scale geospatial reasoning for language-goal aerial navigation	2025	author_mismatch	1.000	GeoNav: Empowering MLLMs with dual-scale geospatial reasoning for language-goal aerial navigation	2026	10.1016/j.patcog.2026.113365	bib=['Haotian Xu', 'Yue Hu', 'Chen Gao', 'Zhengqiu Zhu', 'Yong Zhao', 'Yong Li', 'Quanjun Yin'] crossref=['Haotian Xu', 'Yue Hu', 'Chen Gao', 'Zhengqiu Zhu', 'Yong Zhao', 'Quanjun Yin']
bib/entries/arxiv_2503_13966.bib	FlexVLN: Flexible Adaptation for Diverse Vision-and-Language Navigation Tasks	2025	ok	1.000	FlexVLN: Flexible Adaptation for Diverse Vision-and-Language Navigation Tasks	2025	10.1109/tmm.2025.3581809	
bib/entries/arxiv_2503_11091.bib	Aerial Vision-and-Language Navigation with Grid-based View Selection and Map Construction	2025	title_mismatch	0.504	AeroDuo: Aerial Duo for UAV-based Vision and Language Navigation	2025	10.1145/3746027.3754498	bib=Aerial Vision-and-Language Navigation with Grid-based View Selection and Map Construction crossref=AeroDuo: Aerial Duo for UAV-based Vision and Language Navigation
bib/entries/arxiv_2503_08306.bib	Reasoning in visual navigation of end-to-end trained agents: a dynamical systems approach	2025	ok	1.000	Reasoning in visual navigation of end-to-end trained agents: a dynamical systems approach	2025	10.1109/cvpr52734.2025.01131	
bib/entries/arxiv_2407_05890.bib	Affordances-Oriented Planning Using Foundation Models for Continuous Vision-Language Navigation	2025	ok	1.000	Affordances-Oriented Planning Using Foundation Models for Continuous Vision-Language Navigation	2025	10.1609/aaai.v39i22.34526	
bib/entries/2023-spatialgpt-zero-shot-vision-and-language-navigation-via.bib	SpatialGPT: Zero-Shot Vision-and-Language Navigation via Spatial CoT over Structured Spatial Memory	2025	ok	1.000	SpatialGPT: Zero-Shot Vision-and-Language Navigation via Spatial CoT over Structured Spatial Memory	2025	10.1145/3748636.3762753	
bib/entries/arxiv_2412_01250.bib	Collaborative Instance Object Navigation: Leveraging Uncertainty-Awareness to Minimize Human-Agent Dialogues	2024	title_mismatch	0.458	Instance-Aware Predictive Navigation in Multi-Agent Environments	2021	10.1109/icra48506.2021.9561235	bib=Collaborative Instance Object Navigation: Leveraging Uncertainty-Awareness to Minimize Human-Agent Dialogues crossref=Instance-Aware Predictive Navigation in Multi-Agent Environments
bib/entries/arxiv_2411_16425.bib	TopV-Nav: Unlocking the Top-View Spatial Reasoning Potential of MLLM for Zero-Shot Object Navigation	2024	title_mismatch	0.618	Benefit-cost frontier-aware semantic reasoning for zero-shot object navigation	2026	10.1007/s10489-026-07144-x	bib=TopV-Nav: Unlocking the Top-View Spatial Reasoning Potential of MLLM for Zero-Shot Object Navigation crossref=Benefit-cost frontier-aware semantic reasoning for zero-shot object navigation
bib/entries/arxiv_2411_07848.bib	Zero-shot Object-Centric Instruction Following: Integrating Foundation Models with Traditional Navigation	2024	title_mismatch	0.588	Zero-shot Object Navigation with Vision-Language Foundation Models Reasoning	2024	10.1109/icara60736.2024.10553173	bib=Zero-shot Object-Centric Instruction Following: Integrating Foundation Models with Traditional Navigation crossref=Zero-shot Object Navigation with Vision-Language Foundation Models Reasoning
bib/entries/arxiv_2411_05755.bib	End-to-End Navigation with Vision Language Models: Transforming Spatial Reasoning into Question-Answering	2024	title_mismatch	0.646	End-to-End Quantum-like Language Models with Application to Question Answering	2018	10.1609/aaai.v32i1.11979	bib=End-to-End Navigation with Vision Language Models: Transforming Spatial Reasoning into Question-Answering crossref=End-to-End Quantum-like Language Models with Application to Question Answering
bib/entries/arxiv_2411_04796.bib	MPVO: Motion-Prior based Visual Odometry for PointGoal Navigation	2024	year_diff	1.000	MPVO: Motion-Prior Based Visual Odometry for PointGoal Navigation	2025	10.1007/978-3-031-91569-7_9	bib=2024 crossref=2025
bib/entries/arxiv_2410_14250.bib	Vision-Language Navigation with Energy-Based Policy	2024	ok	1.000	Vision-Language Navigation with Energy-Based Policy	2024	10.52202/079017-3436	
bib/entries/arxiv_2410_08500.bib	Exploring Spatial Representation to Enhance LLM Reasoning in Aerial Vision-Language Navigation	2024	title_mismatch	0.638	Exploring Graph-aware Reasoning and Bidirectional Selection for Vision-Language Navigation	2025	10.1109/icassp49660.2025.10888565	bib=Exploring Spatial Representation to Enhance LLM Reasoning in Aerial Vision-Language Navigation crossref=Exploring Graph-aware Reasoning and Bidirectional Selection for Vision-Language Navigation
bib/entries/arxiv_2410_06239.bib	OrionNav: Online Planning for Robot Autonomy with Context-Aware LLM and Open-Vocabulary Semantic Scene Graphs	2024	title_mismatch	0.403	Open Vocabulary Semantic Scene Sketch Understanding	2024	10.1109/cvpr52733.2024.00400	bib=OrionNav: Online Planning for Robot Autonomy with Context-Aware LLM and Open-Vocabulary Semantic Scene Graphs crossref=Open Vocabulary Semantic Scene Sketch Understanding
bib/entries/arxiv_2408_05090.bib	Loc4Plan: Locating Before Planning for Outdoor Vision and Language Navigation	2024	ok	1.000	Loc4Plan: Locating Before Planning for Outdoor Vision and Language Navigation	2024	10.1145/3664647.3681518	
bib/entries/arxiv_2407_12366.bib	NavGPT-2: Unleashing Navigational Reasoning Capability for Large Vision-Language Models	2024	year_diff	1.000	NavGPT-2: Unleashing Navigational Reasoning Capability for Large Vision-Language Models	2025	10.1007/978-3-031-72667-5_15	bib=2024 crossref=2025
bib/entries/arxiv_2407_07775.bib	Mobility VLA: Multimodal Instruction Navigation with Long-Context VLMs and Topological Graphs	2024	title_mismatch	0.500	History-Aware Multimodal Instruction-Oriented Policies for Navigation Tasks	2025	10.3390/ai6040075	bib=Mobility VLA: Multimodal Instruction Navigation with Long-Context VLMs and Topological Graphs crossref=History-Aware Multimodal Instruction-Oriented Policies for Navigation Tasks
bib/entries/arxiv_2405_16994.bib	Vision-and-Language Navigation Generative Pretrained Transformer	2024	author_mismatch	1.000	Vision-and-Language Navigation Generative Pretrained Transformer	2024	10.1109/aihcir65563.2024.00013	bib=['Wen Hanlin'] crossref=['Shijie Guo', 'Ming Zhu', 'Jiawei Zhang', 'Hang Min', 'Wei Zhu']
bib/entries/arxiv_2404_08353.bib	TDANet: Target-Directed Attention Network For Object-Goal Visual Navigation With Zero-Shot Ability	2024	ok	1.000	TDANet: Target-Directed Attention Network for Object-Goal Visual Navigation With Zero-Shot Ability	2024	10.1109/lra.2024.3440100	
bib/entries/arxiv_2403_18778.bib	3P-LLM: Probabilistic Path Planning using Large Language Model for Autonomous Robot Navigation	2024	title_mismatch	0.626	Path Planning Algorithms for Autonomous Robot Navigation	2025	10.1109/aists66100.2025.11233179	bib=3P-LLM: Probabilistic Path Planning using Large Language Model for Autonomous Robot Navigation crossref=Path Planning Algorithms for Autonomous Robot Navigation
bib/entries/arxiv_2403_15648.bib	Unifying Large Language Model and Deep Reinforcement Learning for Human-in-Loop Interactive Socially-aware Navigation	2024	title_mismatch	0.571	Deep reinforcement learning based socially aware mobile robot navigation framework	2020	10.1109/nics51282.2020.9335911	bib=Unifying Large Language Model and Deep Reinforcement Learning for Human-in-Loop Interactive Socially-aware Navigation crossref=Deep reinforcement learning based socially aware mobile robot navigation framework
bib/entries/arxiv_2402_15852.bib	NaVid: Video-based VLM Plans the Next Step for Vision-and-Language Navigation	2024	ok	1.000	NaVid: Video-based VLM Plans the Next Step for Vision-and-Language Navigation	2024	10.15607/rss.2024.xx.079	
bib/entries/arxiv_2402_03561.bib	VLN-Video: Utilizing Driving Videos for Outdoor Vision-and-Language Navigation	2024	ok	1.000	VLN-Video: Utilizing Driving Videos for Outdoor Vision-and-Language Navigation	2024	10.1609/aaai.v38i17.29813	
bib/entries/ieee_10777561.bib	Boosting Efficient Reinforcement Learning for Vision-and-Language Navigation With Open-Sourced LLM	2025	ok	1.000	Boosting Efficient Reinforcement Learning for Vision-and-Language Navigation With Open-Sourced LLM	2025	10.1109/lra.2024.3511402	
bib/entries/arxiv_2311_06430.bib	Goat: Go to Any Thing	2023	year_diff	1.000	GOAT: GO to Any Thing	2024	10.15607/rss.2024.xx.073	bib=2023 crossref=2024
bib/entries/arxiv_2310_07889.bib	LangNav: Language as a Perceptual Representation for Navigation	2023	year_diff	1.000	LangNav: Language as a Perceptual Representation for Navigation	2024	10.18653/v1/2024.findings-naacl.60	bib=2023 crossref=2024
bib/entries/arxiv_2308_04758.bib	Bird's-Eye-View Scene Graph for Vision-Language Navigation	2023	ok	1.000	Bird’s-Eye-View Scene Graph for Vision-Language Navigation	2023	10.1109/iccv51070.2023.01007	
bib/entries/arxiv_2305_16986.bib	NavGPT: Explicit Reasoning in Vision-and-Language Navigation with Large Language Models	2023	year_diff	1.000	NavGPT: Explicit Reasoning in Vision-and-Language Navigation with Large Language Models	2024	10.1609/aaai.v38i7.28597	bib=2023 crossref=2024
bib/entries/arxiv_2303_08409.bib	Lana: A Language-Capable Navigator for Instruction Following and Generation	2023	ok	1.000	LANA: A Language-Capable Navigator for Instruction Following and Generation	2023	10.1109/cvpr52729.2023.01826	
bib/entries/arxiv_2210_16822.bib	Towards Versatile Embodied Navigation	2022	author_mismatch	1.000	Towards Versatile Embodied Navigation	2022	10.52202/068431-2671	bib=['Hanqing Wang', 'Wei Liang', 'Luc Van Gool', 'Wenguan Wang'] crossref=['Luc V Gool', 'Wei Liang', 'Hanqing Wang', 'Wenguan Wang']
bib/entries/arxiv_2210_03370.bib	GNM: A General Navigation Model to Drive Any Robot	2022	year_diff	1.000	GNM: A General Navigation Model to Drive Any Robot	2023	10.1109/icra48891.2023.10161227	bib=2022 crossref=2023
bib/entries/arxiv_2203_16586.bib	Counterfactual Cycle-Consistent Learning for Instruction Following and Generation in Vision-Language Navigation	2022	ok	1.000	Counterfactual Cycle-Consistent Learning for Instruction Following and Generation in Vision-Language Navigation	2022	10.1109/cvpr52688.2022.01503	
bib/entries/arxiv_2202_07028.bib	One Step at a Time: Long-Horizon Vision-and-Language Navigation with Milestones	2022	ok	1.000	One Step at a Time: Long-Horizon Vision-and-Language Navigation with Milestones	2022	10.1109/cvpr52688.2022.01504	
bib/entries/arxiv_2201_00469.bib	Feedback-efficient Active Preference Learning for Socially Aware Robot Navigation	2022	ok	1.000	Feedback-efficient Active Preference Learning for Socially Aware Robot Navigation	2022	10.1109/iros47612.2022.9981616	
bib/entries/arxiv_2112_04138.bib	Contrastive Instruction-Trajectory Learning for Vision-Language Navigation	2021	year_diff	1.000	Contrastive Instruction-Trajectory Learning for Vision-Language Navigation	2022	10.1609/aaai.v36i2.20050	bib=2021 crossref=2022
bib/entries/arxiv_2111_07228.bib	Curriculum Learning for Vision-and-Language Navigation	2021	title_mismatch	0.889	Cluster-based Curriculum Learning for Vision-and-Language Navigation	2022	10.1109/ijcnn55064.2022.9892100	bib=Curriculum Learning for Vision-and-Language Navigation crossref=Cluster-based Curriculum Learning for Vision-and-Language Navigation
bib/entries/arxiv_2110_14143.bib	SOAT: A Scene- and Object-Aware Transformer for Vision-and-Language Navigation	2021	title_mismatch	0.859	A Cross-Modal Object-Aware Transformer for Vision-and-Language Navigation	2022	10.1109/ictai56018.2022.00149	bib=SOAT: A Scene- and Object-Aware Transformer for Vision-and-Language Navigation crossref=A Cross-Modal Object-Aware Transformer for Vision-and-Language Navigation
bib/entries/arxiv_2012_04512.bib	SSCNav: Confidence-Aware Semantic Scene Completion for Visual Semantic Navigation	2021	ok	1.000	SSCNav: Confidence-Aware Semantic Scene Completion for Visual Semantic Navigation	2021	10.1109/icra48506.2021.9560925	
bib/entries/arxiv_2104_10674.bib	Hierarchical Cross-Modal Agent for Robotics Vision-and-Language Navigation	2021	ok	1.000	Hierarchical Cross-Modal Agent for Robotics Vision-and-Language Navigation	2021	10.1109/icra48506.2021.9561806	
bib/entries/arxiv_2011_13922.bib	A Recurrent Vision-and-Language BERT for Navigation	2020	title_mismatch	0.926	VLN↻BERT: A Recurrent Vision-and-Language BERT for Navigation	2021	10.1109/cvpr46437.2021.00169	bib=A Recurrent Vision-and-Language BERT for Navigation crossref=VLN↻BERT: A Recurrent Vision-and-Language BERT for Navigation
bib/entries/arxiv_2011_07384.bib	Few-shot Object Grounding and Mapping for Natural Language Robot Instruction Following	2020	title_mismatch	0.656	Few-Shot Visual Grounding for Natural Human-Robot Interaction	2021	10.1109/icarsc52212.2021.9429801	bib=Few-shot Object Grounding and Mapping for Natural Language Robot Instruction Following crossref=Few-Shot Visual Grounding for Natural Human-Robot Interaction
bib/entries/arxiv_2009_07783.bib	Generative Language-Grounded Policy in Vision-and-Language Navigation with Bayes' Rule	2020	title_mismatch	0.538	Grounded Entity-Landmark Adaptive Pre-training for Vision-and-Language Navigation	2023	10.1109/iccv51070.2023.01106	bib=Generative Language-Grounded Policy in Vision-and-Language Navigation with Bayes' Rule crossref=Grounded Entity-Landmark Adaptive Pre-training for Vision-and-Language Navigation
bib/entries/arxiv_2009_03231.bib	Integrating Egocentric Localization for More Realistic Point-Goal Navigation Agents	2020	title_mismatch	0.504	Is Remission a More Realistic Goal in Psoriatic Arthritis?	2011	10.1177/1759720x10389847	bib=Integrating Egocentric Localization for More Realistic Point-Goal Navigation Agents crossref=Is Remission a More Realistic Goal in Psoriatic Arthritis?
bib/entries/arxiv_2007_08037.bib	Active Visual Information Gathering for Vision-Language Navigation	2020	ok	1.000	Active Visual Information Gathering for Vision-Language Navigation	2020	10.1007/978-3-030-58542-6_19	
bib/entries/arxiv_2007_05655.bib	Evolving Graphical Planner: Contextual Global Planning for Vision-and-Language Navigation	2020	title_mismatch	0.624	Adaptive Zone-aware Hierarchical Planner for Vision-Language Navigation	2023	10.1109/cvpr52729.2023.01432	bib=Evolving Graphical Planner: Contextual Global Planning for Vision-and-Language Navigation crossref=Adaptive Zone-aware Hierarchical Planner for Vision-Language Navigation
bib/entries/arxiv_2005_02153.bib	Improving Target-driven Visual Navigation with Attention on 3D Spatial Relationships	2020	author_mismatch	1.000	Improving Target-driven Visual Navigation with Attention on 3D Spatial Relationships	2022	10.1007/s11063-022-10796-8	bib=['Yunlian Lv', 'Ning Xie', 'Yimin Shi', 'Zijiao Wang', 'Heng Tao Shen'] crossref=['Yunlian Lyu', 'Yimin Shi', 'Xianggang Zhang']
bib/entries/arxiv_2003_00443.bib	Environment-agnostic Multitask Learning for Natural Language Grounded Navigation	2020	ok	1.000	Environment-Agnostic Multitask Learning for Natural Language Grounded Navigation	2020	10.1007/978-3-030-58586-0_25	
bib/entries/arxiv_1903_01602.bib	The Regretful Agent: Heuristic-Aided Navigation through Progress Estimation	2019	ok	1.000	The Regretful Agent: Heuristic-Aided Navigation Through Progress Estimation	2019	10.1109/cvpr.2019.00689	
bib/entries/arxiv_1901_03035.bib	Self-Monitoring Navigation Agent via Auxiliary Progress Estimation	2019	title_mismatch	0.560	The Regretful Agent: Heuristic-Aided Navigation Through Progress Estimation	2019	10.1109/cvpr.2019.00689	bib=Self-Monitoring Navigation Agent via Auxiliary Progress Estimation crossref=The Regretful Agent: Heuristic-Aided Navigation Through Progress Estimation
bib/entries/arxiv_2603_17712.bib	AERR-Nav: Adaptive Exploration-Recovery-Reminiscing Strategy for Zero-Shot Object Navigation	2026	title_mismatch	0.678	ApexNAV: An Adaptive Exploration Strategy for Zero-Shot Object Navigation With Target-Centric Semantic Fusion	2025	10.1109/lra.2025.3606388	bib=AERR-Nav: Adaptive Exploration-Recovery-Reminiscing Strategy for Zero-Shot Object Navigation crossref=ApexNAV: An Adaptive Exploration Strategy for Zero-Shot Object Navigation With Target-Centric Semantic Fusion
bib/entries/arxiv_2603_15370.bib	Trajectory-Diversity-Driven Robust Vision-and-Language Navigation	2026	title_mismatch	0.667	Tree-Structured Trajectory Encoding for Vision-and-Language Navigation	2023	10.1609/aaai.v37i3.25494	bib=Trajectory-Diversity-Driven Robust Vision-and-Language Navigation crossref=Tree-Structured Trajectory Encoding for Vision-and-Language Navigation
bib/entries/arxiv_2603_12696.bib	HaltNav: Reactive Visual Halting over Lightweight Topological Priors for Robust Vision-Language Navigation	2026	title_mismatch	0.658	Multiple Visual Features in Topological Map for Vision-and-Language Navigation	2024	10.1109/iros58592.2024.10803061	bib=HaltNav: Reactive Visual Halting over Lightweight Topological Priors for Robust Vision-Language Navigation crossref=Multiple Visual Features in Topological Map for Vision-and-Language Navigation
bib/entries/arxiv_2602_10910.bib	Safe mobility support system using crowd mapping and avoidance route planning using VLM	2026	year_diff	1.000	Safe mobility support system using crowd mapping and avoidance route planning using VLM	2025	10.1109/rcar65431.2025.11139707	bib=2026 crossref=2025
bib/entries/arxiv_2602_06356.bib	Nipping the Drift in the Bud: Retrospective Rectification for Robust Vision-Language Navigation	2026	title_mismatch	0.343	Nipping it in the bud	2024	10.12968/denn.2024.20.2.84	bib=Nipping the Drift in the Bud: Retrospective Rectification for Robust Vision-Language Navigation crossref=Nipping it in the bud
bib/entries/arxiv_2601_21409.bib	DSCD-Nav: Dual-Stance Cooperative Debate for Object Navigation	2026	title_mismatch	0.517	Nav-SCOPE: Swarm Robot Cooperative Perception and Coordinated Navigation	2025	10.1109/tase.2025.3604178	bib=DSCD-Nav: Dual-Stance Cooperative Debate for Object Navigation crossref=Nav-SCOPE: Swarm Robot Cooperative Perception and Coordinated Navigation
bib/entries/arxiv_2511_13132.bib	Shedding Light on VLN Robustness: A Black-box Framework for Indoor Lighting-based Adversarial Attack	2025	title_mismatch	0.519	PSO-Based Black-Box Lane Detection Adversarial Attack	2023	10.1109/aihcir61661.2023.00016	bib=Shedding Light on VLN Robustness: A Black-box Framework for Indoor Lighting-based Adversarial Attack crossref=PSO-Based Black-Box Lane Detection Adversarial Attack
